NCGC00254346-01,CC(C)=CCC\C(C)=C/CO
NCGC00258459-01,OCC(F)(F)F
NCGC00160623-04,CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1
NCGC00259106-01,O=C1CCCCCCCCCCC1
NCGC00163355-05,O=C1C2=C(N\C1=C3\NC4=C(C=CC=C4)C3=O)C=CC=C2
NCGC00255764-01,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H]4[C@H](O)CC5=C4C=CC=C5
NCGC00255184-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00254977-01,OC(=O)C1(CC1)C(=O)NC2=CC=C(Cl)C=C2Cl
NCGC00259368-01,[Cl-].CCCC[N+]1(C)CCCC1
NCGC00258014-01,CC(CO)(CO)C(O)=O
NCGC00159559-03,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]4O[C@@]45[C@@]2([H])[C@@H](CC6=CC(=O)CC[C@]56C)C(=O)OC
NCGC00258492-01,COC(=O)CC#N
NCGC00254550-01,CCCCSP(=O)(SCCCC)SCCCC
NCGC00256166-01,CC(C)C1=CC=C(C=C1)S(O)(=O)=O
NCGC00256644-01,C\C=C(/C)C(=O)OC\C=C(/C)CCC=C(C)C
NCGC00255297-01,COCC(=O)N(N1CCOC1=O)C2=C(C)C=CC=C2C
NCGC00259858-01,CC(C)(C)C1=CC(O)=CC=C1O
NCGC00095312-04,COC1=C(F)C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)F
NCGC00166138-04,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CC[C@H](OC(C)=O)C=C4CC[C@@]23[H]
NCGC00258001-01,COC(=O)C(C)O
NCGC00258851-01,OC(=O)CC(=C)C(O)=O
NCGC00256277-01,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C
NCGC00257079-01,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
NCGC00024717-08,COC(=O)[C@@H](N)CCCN\C(N)=N\[N+]([O-])=O
NCGC00254656-01,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
NCGC00255849-01,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1
NCGC00259576-01,NC1=CC(Cl)=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2Cl
NCGC00254115-01,CC1=CC(=O)CC(C)(C)C1
NCGC00256439-01,CCC1=C(O)C=CC=C1
NCGC00253634-01,NC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
NCGC00255700-01,[O-][N+]([O-])=O.CC1=C(CCO)SC=[N+]1CC2=CN=C(C)N=C2N
NCGC00023193-06,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]4(F)[C@@]2([H])CCC5=CC(=O)C=C[C@]45C
NCGC00259358-01,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00182037-01,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O
NCGC00256625-01,CC1=CC2=C(NCCC2)C=C1
NCGC00259515-01,CC1=CC=CN=C1
NCGC00257476-01,O.O.[Ca++].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-].OC[C@H](O)[C@H]2OC(=O)C(O)=C2[O-]
NCGC00091861-07,CN(C)N=NC1=C(NC=N1)C(N)=O
NCGC00263455-01,O.Cl.NC1=C2CCCC2=NC3=C1CCCC3
NCGC00258944-01,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
NCGC00014361-08,OC(=O)CP(O)(O)=O
NCGC00257545-01,CC1=C(CCO)SC=N1
NCGC00253753-01,CCOC(=O)N1CCC(CC1)N2C(=O)NC3=C2C=CC(Cl)=C3
NCGC00183026-01,Cl.CCOC(=O)OCC\C(SC(=O)OCC)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O
NCGC00259194-01,OC(=O)CC#N
NCGC00091225-06,OC(=O)C1=CC=C(C=C1)S(=O)(=O)N(Cl)Cl
NCGC00256457-01,CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC3=CC=C(C)C=C3)C=C1
NCGC00254655-01,OCCCO
NCGC00258619-01,NCCNCCNCCN
NCGC00257064-01,OC1=CC=CC=C1S(O)(=O)=O
NCGC00259820-01,[NH4+].[O-][N+]([O-])=O
NCGC00258991-01,COC1=CC(C)=C(N)C=C1
NCGC00094087-05,NC(=O)C1=C(O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
NCGC00253761-01,COC1=CC(OCC(O)CN2CCN(CC2)C3=C(OC)C=CC=C3)=CC(OC)=C1OC
NCGC00167576-02,Cl.CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3
NCGC00253973-01,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
NCGC00256787-01,CC(C)CC(=O)OC1=CC=C(C)C=C1
NCGC00258401-01,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2
NCGC00260374-01,NC1=CC=C(F)C=C1
NCGC00167529-02,Cl.COC1=CC=C(C=C1OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2
NCGC00091493-09,COC1=CC=C(C=CC)C=C1
NCGC00260177-01,F[B-](F)(F)F.CCCCCCCCCCCCN1C=C[N+](C)=C1
NCGC00259412-01,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
NCGC00254744-01,[H][C@](C)(CC)[C@@]1([H])O[C@@]2(C[C@@H]3C[C@@]([H])(C\C=C(C)\[C@@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C6/CO[C@]7([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O3)[C@]67O)O2)C=C[C@@H]1C
NCGC00015335-17,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00016047-11,FC(F)(F)C1=C(C=CC=C1)N2C=CN=C2
NCGC00259429-01,O=C1NS(=O)(=O)C2=C1C=CC=C2
NCGC00258194-01,ClCC(Cl)=C
NCGC00259936-01,COC1=CC=C(CC=C)C=C1
NCGC00254499-01,CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC2=CC=C(O)C3=C2CCC3
NCGC00256331-01,OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O
NCGC00254771-01,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O
NCGC00254546-01,CN(C)C(=O)NC1=CC=C(Cl)C=C1
NCGC00159406-12,OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.NC[C@H](O)C1=CC=C(O)C(O)=C1
NCGC00255611-01,[Na+].[O-]S(=O)(=O)CC=C
NCGC00257013-01,CC1=CC(C)=C(C=C1)[N+]([O-])=O
NCGC00159374-03,OC(O)C(Cl)(Cl)Cl
NCGC00025098-02,Cl.Cl\C(=C/N1C=NC=N1)C2=C(Cl)C=C(Cl)C=C2
NCGC00018256-06,[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2
NCGC00259798-01,C=CCN=C=S
NCGC00253983-01,CC1=C(C)C=C(O)C=C1
NCGC00258577-01,[N-]=C=NC#N.CCN1C=C[N+](C)=C1
NCGC00259750-01,CC(=C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
NCGC00259591-01,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
NCGC00256585-01,O=NC1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00253964-01,COC(=O)CCCC(=O)OC
NCGC00258571-01,Cl.NCCC1=CC=C(O)C(O)=C1
NCGC00257989-01,CC(=C)CC(C)(C)C
NCGC00256303-01,CC1=NC2=C(C3=C(C=CC=C3)C=C2)C1(C)C
NCGC00254148-01,CCCCCCCC1CCC(=O)O1
NCGC00256786-01,CC1CCC(=O)C1=O
NCGC00255174-01,[NH4+].[S-]C#N
NCGC00256385-01,CCCCCCO
NCGC00258443-01,CCOC(=O)C(C)O
NCGC00256824-01,CC1=CC(O)=CC=C1
NCGC00254831-01,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O
NCGC00179541-03,Cl.CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
NCGC00160400-02,CNC1=C2CCCCC2=NN1C
NCGC00258317-01,CCN(CC)CCOC(=O)C(C)=C
NCGC00072886-03,COC1=CC=C2N3CCN(C)C4=NCCC(C2=C1)=C34
NCGC00257090-01,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1
NCGC00263541-01,CS(O)(=O)=O.[H][C@@]1(CNCCO1)[C@H](OC2=C(OCC)C=CC=C2)C3=CC=CC=C3
NCGC00255434-01,NNC(=O)C1=CC(=CC=C1)C(=O)NN
NCGC00255393-01,O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1
NCGC00255922-01,OS(=O)(=O)CCCN1CCOCC1
NCGC00259507-01,CC1(C)CC2=C(O1)C(O)=CC=C2
NCGC00167781-06,Cl.Cl.NC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3
NCGC00259939-01,CCC(C)(O)CCCC(C)C
NCGC00260500-01,CC[Ge](Cl)(CC)CC
NCGC00255901-01,[Br-].CC[N+](CC)(CC)CC
NCGC00259458-01,NC1=CC(=CC=C1)C(F)(F)F
NCGC00259184-01,CCC1=CC=C(C=C1)C(C(Cl)Cl)C2=CC=C(CC)C=C2
NCGC00256807-01,Cl.ClC1=CC=CC(=C1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
NCGC00259058-01,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
NCGC00257231-01,O=CCCCC=O
NCGC00256492-01,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1
NCGC00258871-01,CC1=C(OCCCC(O)=O)C=CC(Cl)=C1
NCGC00259053-01,CC(=O)C=CC1=CC=CC=C1
NCGC00258508-01,COC(C)(OC)OC
NCGC00090701-06,OCC1=CNC2=C1C=CC=C2
NCGC00255453-01,NC1=CC(Cl)=C(O)C(Cl)=C1
NCGC00015368-11,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
NCGC00257422-01,ClC(Cl)(Cl)Br
NCGC00181913-02,CC(C(O)C1=CC=CC=C1)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00257632-01,NC1=CC2=C(C=C1)C=C(C=C2O)S(O)(=O)=O
NCGC00260479-01,BrC1=CC2=C(C=CC=C2)C3=C1C=CC=C3
NCGC00182543-02,CC1=CC=CC(C)=C1NC(=O)C2=CC(=C(Cl)C=C2O)S(N)(=O)=O
NCGC00260397-01,O.C[N+](C)(C)CC([O-])=O
NCGC00258985-01,O=NN1CCCCCCC1
NCGC00024870-06,[H][C@@]2(CNC(=O)C1=C(OC)C=CC(Br)=C1OC)CCCN2CC
NCGC00256673-01,Cl.N[C@@H](CCC(O)=O)C(O)=O
NCGC00160389-09,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2
NCGC00257942-01,C=CC1CCC=CC1
NCGC00258875-01,C1CN2CCN1CC2
NCGC00260534-01,CC(C)(C)C1=CC(O)=C(O)C=C1
NCGC00255059-01,CNC(=O)CSP(=S)(OC)OC
NCGC00092361-06,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
NCGC00181770-02,O.CS(O)(=O)=O.C[C@H]1NCC2=C1C=CC(=C2)C3=CC=C4C(=O)C(=CN(C5CC5)C4=C3OC(F)F)C(O)=O
NCGC00255295-01,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
NCGC00255407-01,CCCCCCCC1=CC=C(O)C=C1
NCGC00260325-01,[NH4+].[NH4+].OC(=O)CC(O)(CC([O-])=O)C([O-])=O
NCGC00255056-01,COCCCOCCCOC
NCGC00255819-01,CCCCCCCCCCCCCC(=O)OCC(O)CO
NCGC00255054-01,CNC(=O)ON=C(SC)C(=O)N(C)C
NCGC00257002-01,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2
NCGC00253720-01,ClC1=CC2=C(NC(=O)C2)C=C1
NCGC00259334-01,CCCCOC(=O)C1=CC=C(O)C=C1
NCGC00258994-01,CC(C)OC(C)=O
NCGC00256702-01,CCCCCC(CC)OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1
NCGC00254159-01,CC(O)CO
NCGC00018186-07,Cl.OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3
NCGC00258271-01,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00257679-01,CC1=C(N)C=CC=C1N
NCGC00259379-01,CCCCCCC(O)=O
NCGC00258388-01,C\C=C\C=C\C=O
NCGC00263918-03,Cl.COC1=C2C(=O)C3=C(C(=O)C2=CC=C1)C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO
NCGC00259139-01,CC(=O)OCC1=CC=CO1
NCGC00016408-09,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=N2
NCGC00254903-01,CC(C)C1(C)N=C(NC1=O)C2=NC=CC=C2C(O)=O
NCGC00259666-01,CC(=O)OC1=C(C=CC=C1)C(O)=O
NCGC00016257-10,CN(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00258750-01,Cl.NCCC1=CC=C(O)C=C1
NCGC00249935-01,CN(C)C(=O)CN(C(C)=O)C1=CC=CC=C1
NCGC00255244-01,CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
NCGC00258957-01,CCCCC(CC)C(O)=O
NCGC00254949-01,CON=C(C(=O)OC)C1=C(CON=C(C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1
NCGC00257132-01,N(N=NC1=CC=CC=C1)C2=CC=CC=C2
NCGC00257088-01,NC(=O)NC(N)=O
NCGC00024808-02,CN\C(NCCSCC1=CSC(N=C(N)N)=N1)=N/C#N
NCGC00274060-01,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(OCC5CO[C@](CN6C=NC=N6)(C5)C7=C(F)C=C(F)C=C7)C=C4
NCGC00256867-01,COC1=CC=C(COC(C)=O)C=C1
NCGC00257065-01,OC(=O)C1=C(O)C=CC=C1
NCGC00021123-03,O.O.CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
NCGC00260011-01,C=CN1CCCC1=O
NCGC00159324-04,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1
NCGC00091285-03,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
NCGC00015691-06,Cl.NCCS
NCGC00257259-01,CC(C)C(=O)C1=CC=CC=C1
NCGC00258614-01,CCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00254172-01,Cl.CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(F)=C(F)C=C4)CC1)C5=CC=CC=C5
NCGC00259863-01,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC
NCGC00257824-01,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
NCGC00254820-01,CCN(CC)C(=O)C1=CC=CC(C)=C1
NCGC00262918-01,CN1N=C(CCC1=O)C(N)=O
NCGC00256916-01,CC1=CC=CC(=C1O)C(C)(C)C
NCGC00258729-01,CC(O)COC(=O)C=C
NCGC00257678-01,CC1=CSC=N1
NCGC00255440-01,CC1=NC2=C(C=CC=C2)C=C1
NCGC00255972-01,Cl[Au](Cl)Cl
NCGC00167845-02,OC(=O)C(Cl)Cl
NCGC00255199-01,O=C1C=C(OC2=C1C3=C(C=CC=C3)C=C2)C4=CC=CC=C4
NCGC00259161-01,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
NCGC00254881-01,CCCCCC#CC(=O)OC
NCGC00189077-01,CN1C(=O)CC(C)(C1=O)C2=CC=CC=C2
NCGC00254231-01,COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C
NCGC00256433-01,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00260257-01,F[P-](F)(F)(F)(F)F.CCC[N+]1(C)CCCC1
NCGC00090764-04,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
NCGC00254856-01,OC(=O)CCCCCCCCCC(O)=O
NCGC00254413-01,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1
NCGC00182031-01,CCC1=CC2=C(S1)N3C(C)=NN=C3CN=C2C4=CC=CC=C4Cl
NCGC00344562-01,Cl.CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1
NCGC00260383-01,[H]C(=O)C(\C)=C(/[H])C
NCGC00024623-04,Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2
NCGC00091070-02,CC(C)NC(C)C
NCGC00256652-01,OCCCCOC(=O)C=C
NCGC00260243-01,[Br-].CC[N+]1=CC=CC=C1
NCGC00257302-01,COCC(C)N
NCGC00258000-01,O=C1CCCC2=C1C=CC=C2
NCGC00256440-01,N(C1=CC=CC=C1)C2=CC=C3C=CC=CC3=C2
NCGC00256294-01,[Na+].[Na+].CC(=O)NC1=CC(=CC2=C1C(O)=C(N=NC3=CC=CC=C3)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00164329-03,CCCCCCCC\C=C/CCCCCCCCN
NCGC00258536-01,CC(C)CCON=O
NCGC00258772-01,OC(=O)[C@H](OC(=O)C1=CC=CC=C1)[C@@H](OC(=O)C2=CC=CC=C2)C(O)=O
NCGC00015358-18,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=N2)C(C)C
NCGC00255010-01,CC1COC(CN2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3
NCGC00178860-06,Cl.CCN(CC)C(C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2
NCGC00255007-01,CCCOC(=O)CC
NCGC00257431-01,OC1=CC=CC=C1C(=O)C2=CC=CC=C2
NCGC00260251-01,F[B-](F)(F)F.CCCC[N+]1(C)CCCC1
NCGC00254175-01,C1=CC=C(C=C1)C2=CC=CC=C2
NCGC00259330-01,CC(C)(CS(O)(=O)=O)NC(=O)C=C
NCGC00260424-01,[H][C@@]1(C)N(C)C(O)=N[C@]1([H])C2=CC=CC=C2
NCGC00255894-01,CNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00257523-01,CC1=CC(Cl)=CC=C1
NCGC00181350-03,ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C4=C2C=CC=C4)C=C1
NCGC00257112-01,CC1(C)CC2=C(O1)C(O)=CC=C2
NCGC00256968-01,CC1=CC(=C(C)C=C1O)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=C(C)C=C(O)C(C)=C4
NCGC00254033-01,OC(=O)C1=CC=CC=C1N2C=C(C(O)=O)C(=O)C3=C2C=C(Cl)C(NC4=C(F)C=C(F)C=C4Cl)=C3
NCGC00159491-04,Cl.CC(N)C12CC3CC(CC(C3)C1)C2
NCGC00256844-01,O=C(OCCCC1=CC=CC=C1)C=CC2=CC=CC=C2
NCGC00254981-01,COCCO
NCGC00260455-01,CC1=C(N)C(O)=CC=C1
NCGC00254069-01,CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N2CCC(CCN3C4CCC3CC(C4)N5C(C)=NC6=C5C=CC=C6)(CC2)C7=CC(F)=CC=C7
NCGC00258526-01,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1
NCGC00257032-01,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00260349-01,[NH4+].[NH4+].[Cl-][Pt++]([Cl-])([Cl-])[Cl-]
NCGC00255833-01,COC(=O)CC(=O)C(C)(C)C
NCGC00018238-09,CCCOC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
NCGC00256646-01,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]34C
NCGC00255122-01,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
NCGC00247701-01,Cl.CC(CC1=CC2=C(OCO2)C=C1)NO
NCGC00255486-01,Cl.CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
NCGC00258903-01,NC1=C(O)C=CC(=C1)[N+]([O-])=O
NCGC00249938-01,[Na+].COCCOC1=CC(=CC=C1)S(=O)(=O)[N-]C2=NC=CC=N2
NCGC00259282-01,CNC(=S)N(C)C
NCGC00258707-01,C\C=C\CC=C
NCGC00254957-01,COC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
NCGC00094717-06,S=C1NC=NC2=C1N=CN2
NCGC00260128-01,CC(C)COC=C
NCGC00016741-09,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
NCGC00257407-01,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
NCGC00260123-01,[Na+].NC1=CC=C(C=C1)S([O-])(=O)=O
NCGC00254824-01,CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C2=CC=CC=C2
NCGC00258071-01,Cl.CC1=CC=C(N)C=C1
NCGC00256849-01,CCCCCCOC(=O)CCC
NCGC00257620-01,[O-][N+](=O)C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34
NCGC00259101-01,ClC1=CC(Cl)=C(OS(=O)(=O)C2=CC=CC=C2)C=C1
NCGC00254858-01,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C
NCGC00167471-02,COC1=CC=C(C=C1)C2=CC(=S)SS2
NCGC00160402-02,OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C2=CC=CC=C2
NCGC00257546-01,CN(C)C1=CC=NC=C1
NCGC00260396-01,CCCC(C)CC
NCGC00181341-02,[H]\C(C(O)=O)=C(\[H])C(O)=O.[H]\C(C(O)=O)=C(\[H])C(O)=O.CCOCCN1C(=NC2=C1C=CC=C2)N3CCCN(C)CC3
NCGC00254679-01,OC(=O)C1=C(Cl)C(=CC(Cl)=C1)[N+]([O-])=O
NCGC00259272-01,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1
NCGC00254641-01,COC(=O)C1=C(C=CC=C1)C(O)=O
NCGC00015841-11,Cl.CN(CC#C)CC1=CC=CC=C1
NCGC00254041-01,CCC(C)(C)C1=CC=C(O)C=C1
NCGC00091501-06,OC1=CC(O)=CC=C1
NCGC00043225-04,[Na+].[Na+].OC(CC([O-])=O)C([O-])=O
NCGC00259559-01,CCC1=CC=CC(CC)=C1N
NCGC00257018-01,CC(C)(CO)COC(=O)C(C)(C)CO
NCGC00257164-01,NC(CO)(CO)CO
NCGC00253666-01,NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O
NCGC00256210-01,CCCCCCCCCCOC(=O)C=C
NCGC00257477-01,CCN1C2=C(C=CC=C2)C3=C1C=CC(N)=C3
NCGC00260439-01,[Na+].NC1=CC=C(C=C1)[As](O)([O-])=O
NCGC00255251-01,NC1=CC=C(OC2=CC=C(N)C(N)=C2)C=C1
NCGC00258517-01,CCCCOCCOCCOCCCC
NCGC00258565-01,COC(=O)C1=CC(Cl)=CC=C1
NCGC00095152-09,Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C3CCCO3
NCGC00258454-01,NC1=NC(CC(O)=O)=CS1
NCGC00254215-01,CCCCC(CC)CO
NCGC00255292-01,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00260298-01,[Ca++].CC1=CC(=C(C=C1)\N=N\C2=C(O)C(=CC3=C2C=CC=C3)C([O-])=O)S([O-])(=O)=O
NCGC00254250-01,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00256369-01,ClCC(Cl)CCl
NCGC00259407-01,CC1=CC2C(C1)C3CC2C(C)=C3
NCGC00260516-01,Cl.NO
NCGC00161399-03,Cl.COC1=CC=C(CCN(CCC2=C(OC)C(OC)=C(OC)C=C2)C(=O)C(C3=CC=CC=C3)C4=NCCC5=CC(OC)=C(OC)C=C45)C(OC)=C1OC
NCGC00256589-01,CCCC[Sn](CCCC)(CCCC)CCCC
NCGC00260071-01,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
NCGC00259224-01,CCCC[Sn](Cl)(Cl)CCCC
NCGC00166020-03,CS(O)(=O)=O.CCOC(=O)C1=CC(N)=CC=C1
NCGC00263562-01,COC1=CC2=C(C=C1OC)C(=O)NC(=O)N2
NCGC00254530-01,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00259027-01,CCNC(=S)NCC
NCGC00257130-01,NC1CCCCC1N
NCGC00274076-01,CCCCCC(C=O)=CC1=CC=CC=C1
NCGC00258956-01,CC(=O)CC(=O)NC1=CC=CC=C1
NCGC00254817-01,CCOC(=O)C1=CC=C(C=C1)N(C)C
NCGC00255783-01,O=P1OC2=C(C=CC=C2)C3=C1C=CC=C3
NCGC00163818-04,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC2=CC(OC3=CC=CC=C3C#N)=NC=N2
NCGC00257761-01,CCC1CO1
NCGC00254811-01,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
NCGC00259293-01,CNC(=O)O\N=C\C(C)(C)S(C)=O
NCGC00258522-01,CC1=CC=C(Br)C=C1
NCGC00260259-01,[O-]S(=O)(=O)C(F)(F)F.CCC[N+]1(C)CCCC1
NCGC00257558-01,CSC1=CC=C(C=O)C=C1
NCGC00258117-01,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
NCGC00254914-01,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
NCGC00255014-01,NC1=C(C(=NN1C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F
NCGC00024868-09,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC2=CC=C(COCCOC(C)C)C=C2
NCGC00238452-03,CN1C=C(C2=C1C=CC=C2)C3=C(C(=O)NC3=O)C4=CN(C5CCN(CC6=NC=CC=C6)CC5)C7=C4C=CC=C7
